"prioridad","score","empresa","segmento","subtipo_rubro","localidad","direccion_detectada","provincia","amba_confirmado","tamano_validado","contactos_en_base","con_email","con_telefono","tiene_decisor","cargos_conocidos","fuente_principal","estado_enriquecimiento","apollo_org_id","dominio","empleados","decisor_nombre","decisor_cargo","decisor_email","en_secuencia","notas"
"A2","4","Carlos Marian","Industrial_Otros","CALZADO, MAQUINAS PARA LA INDUSTRIA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Carlos Paredes & Co SA","Industrial_Otros","","","Av Corrientes 617 6 P","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Carlos Pessi","Industrial_Otros","ESTACION DE SERVICIO YPF","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Asistente de Marketing","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Carlos R Nosiglia","Industrial_Otros","CONSTRUCCIONES DE OBRA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Carlos Sinigagliesi y Cia S.a.i.c","Industrial_Otros","CONFECCIONES, CALZONCILLOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Carlos Snopek","Industrial_Otros","Varios","Prov. de Salta","","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Contratista","BD_EK_PPTOS_ACTUALES","PENDIENTE","","","","","","","NO",""
"A2","4","Carlos Torres SA","Industrial_Otros","","","Av Corrientes 484","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Carluccio Orso y Cia","Industrial_Otros","CADENAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Carmelo Antonio Orrico","Industrial_Otros","COMIDAS PARA PERSONAL DE EMPRESAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Carmona Alejandro","Industrial_Otros","CONFECCIONES, ROPA DE TRABAJO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Carozza Hnos","Industrial_Otros","CARTELES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Carpenter Comercio Exterior","Industrial_Otros","COMERCIO EXTERIOR","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Carpinteria Carames Lehoux","Industrial_Otros","CARPINTERIA DE OBRA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Carpinteria Metalica San Eduardo","Industrial_Otros","CARPINTERIA METALICA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","CARRARA SRL","Industrial_Otros","SANITARIOS","","CALLE 43 5759","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","4","Carroac de Antonio Campanello","Industrial_Otros","AUTOMOTORES, HERRAJES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Carrocerias Navarro Hnos","Industrial_Otros","CARROCERIAS METALICAS","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","1","3","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Carrocerias Vivian S.c.a","Industrial_Otros","CARROCERIAS, ACCESORIOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Cartoneria Arenales","Industrial_Otros","CAJAS DE CARTON","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Cartoneria Bengri S.a.c.i","Industrial_Otros","CAJAS DE CARTON CORRUGADO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Cartoneria Colodrero","Industrial_Otros","CAJAS DE CARTON","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Cartoneria Florida","Industrial_Otros","CAJAS DE CARTULINA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Cartoneria Garcia","Industrial_Otros","CARTONERIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Cartoneria Paris","Industrial_Otros","CAJAS DE CARTON CORRUGADO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Cartonex Bernal","Industrial_Otros","CAJAS DE CARTON CORRUGADO","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Carun SA","Industrial_Otros","","","Dr A Alsina 1609","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Carvic S.a.c.i.f.i.a","Industrial_Otros","AUTOMOTORES, INSTRUMENTAL DE TABLERO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Alejandro Klein","Industrial_Otros","CAJAS PARA REGALOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Ardex","Industrial_Otros","LIBRERIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Armando","Industrial_Otros","CONFECCIONES, UNIFORMES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Audino","Industrial_Otros","CERRAJERIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","CASA BACHETTI ZANOTTI SA","Industrial_Otros","SANITARIOS","GAONA  Y VICTORICA","","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","4","CASA CASMMA SRL","Industrial_Otros","SANITARIOS","","RTA PROV CARLOS CASARES 1745","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","4","CASA CHELIATTI SA","Industrial_Otros","SANITARIOS","","ESPAÃ‘A 3449 PB","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Chiche","Industrial_Otros","CONFITERIAS, ARTICULOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Chiribicha","Industrial_Otros","CALZADO ARTICULOS PARA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Dallan","Industrial_Otros","CARROCERIAS, DISEÃƒOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Damian","Industrial_Otros","CERRAJERIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa de las Fresas","Industrial_Otros","CALISUARES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa del Gallardete","Industrial_Otros","CALCOMANIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Demarie","Industrial_Otros","CONFITERIAS, ARTICULOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Do Brasil","Industrial_Otros","CAFE","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Dolman","Industrial_Otros","CONFECCIONES, TEJIDOS DE PUNTO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Dumbo","Industrial_Otros","CONFECCIONES, UNIFORMES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa el Tucumano","Industrial_Otros","LIBRERIAS, ARTICULOS DE","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Elipe","Industrial_Otros","CALCOMANIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Frigman","Industrial_Otros","CERRAJERIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa G Pico","Industrial_Otros","AUTOMOTORES, ENCENDIDO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Galo","Industrial_Otros","BRONCERIAS ARTISTICAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Grimoldi","Industrial_Otros","COMPUTACION, ACCESORIOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Jano","Industrial_Otros","GRABADOS SOBRE ACRILICOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Kleiman","Industrial_Otros","CONFECCIONES, PANTALONES, VAQUEROS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Lagorio","Industrial_Otros","CAFE, MAQUINAS PARA CREMA-CAFE","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Landolfi","Industrial_Otros","CAJAS DE SEGURIDAD","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Laro","Industrial_Otros","CARPINTERIA METALICA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Lax Guantes Industriales","Industrial_Otros","GUANTES INDUSTRIALES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Lionel de Chircoff Jorge","Industrial_Otros","CARPINTERIA, MAQUINAS PARA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Lupa","Industrial_Otros","AUTOMOTORES, ACCESORIOS Y REPUESTOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Mariscal S.a.i.c","Industrial_Otros","CADENAS A RODILLO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Marpe","Industrial_Otros","BULONES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Martinez","Industrial_Otros","ARTICULOS PARA EL HOGAR","","","Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Mazzoni y Cia","Industrial_Otros","LECHERIA, ARTICULOS E IMPLEMENTOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Omega","Industrial_Otros","FOTOGRAFIA, ACCESORIOS Y ARTICULOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Papelhilo","Industrial_Otros","LIBRERIAS, ARTICULOS DE","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","CASA PETCHERS SA","Industrial_Otros","SANITARIOS","","AV RIVADAVIA 13032","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Policella","Industrial_Otros","GRABADOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Quintas Severino Carmelo","Industrial_Otros","CONFECCIONES, GUARDAPOLVOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Rey","Industrial_Otros","AUTOMOTORES, ACCESORIOS Y REPUESTOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","CASA RIVARA","Industrial_Otros","SANITARIOS","","AV CABILDO 4496 PB LOC","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Rojas","Industrial_Otros","FLORERIAS, ARTICULOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Sacchi","Industrial_Otros","ESPEJOS BISELADOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Sarmiento","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","3","0","NO","","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Schwarz","Industrial_Otros","FOTOGRAFIA, ACCESORIOS Y ARTICULOS PARA FOTOCOLOR","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Sol","Industrial_Otros","CERRAJERIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Sor","Industrial_Otros","GALVANOPLASTIA, DORADO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Sr Linkowski","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","SeÃ±or","CONTACTO COMERCIAL.xlsx (2005)","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Suedy","Industrial_Otros","CONFECCIONES PARA DAMAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Sur","Industrial_Otros","CONFECCIONES PARA DAMAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Vala","Industrial_Otros","CERRAMIENTOS DE ALUMINIO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Vastevar","Industrial_Otros","GOLOSINAS EN GENERAL","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Veiga","Industrial_Otros","CAJAS DE SEGURIDAD","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","CASA VILA NOVA SRL","Industrial_Otros","SANITARIOS","","AV NUESTRAS MALVINAS 1287 (M GR","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Volta","Industrial_Otros","HEBILLAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Walton","Industrial_Otros","CALZADO, BOTAS DE CUERO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casa Yeni - Jose Holzan","Industrial_Otros","CARTERAS PARA DAMAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casaforma","Industrial_Otros","CONSTRUCCIONES DE HORMIGON ARMADO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casarealsalta","Construccion_Ingenieria","","","","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Mantenimiento","HubSpot_EK","PENDIENTE","","","","","","","NO",""
"A2","4","Cascotes Ebro","Industrial_Otros","CONSTRUCCIONES DEMOLICIONES, EXCAVACIONES, RELLENOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Cash Shoes","Industrial_Otros","CALZADO ARTICULOS PARA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Casino de Rosario","Industrial_Otros","","Rosario","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Gerente de Mantenimiento","Participantes y Encuesta WEBINARs v1.xlsx - PARTICIPANTES","PENDIENTE","","","","","","","NO",""
"A2","4","Casiraghi Hnos","Industrial_Otros","CHAPAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Cassi Jorge y Cassi Nestor Sh","Industrial_Otros","Industria_Metal","Bragado","","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","ACERBRAG_PROVEEDORES","PENDIENTE","","","","","","","NO",""
"A2","4","Castella Rodolfo Arsenio","Industrial_Otros","LLAVEROS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Castelli","Industrial_Otros","ESTACION DE SERVICIO SHELL","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Gerente Comercial","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Castignola y Cia Construcciones","Industrial_Otros","CONSTRUCCIONES DE OBRA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Castro Mario","Industrial_Otros","CALCOMANIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Castro Ruben O.v","Industrial_Otros","FLORERIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Catani y Asociados","Industrial_Otros","ESTUDIO JURIDICO","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Abogado","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Cavallero Hnos","Industrial_Otros","HERRAJES PARA MUEBLES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Cb Com","Industrial_Otros","DISEÃ‘O Y CREATIVIDAD","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Presidente","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Ceamse Camino Buen Aire","Industrial_Otros","EST. INGENIERIA / ARQ.","CAPITAL","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Subgerente","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Ce-be S.a.c.i.f.i","Industrial_Otros","GRAPAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Cecilia Bebes S.h","Industrial_Otros","CONFECCIONES PARA BEBES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Celanese Argentina","Industrial_Otros","IMPORTADOR","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Asistente Comercial","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Celestino Pereira e Hijo S de H","Industrial_Otros","CALZADO PARA HOMBRES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Cem Ingeniería","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","CONTACTO COMERCIAL.xlsx (2007)","PENDIENTE","","","","","","","NO",""
"A2","4","Centauro Servicios","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Ventas","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Central Copy","Industrial_Otros","LIBROS COMERCIALES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Central del Encendido","Industrial_Otros","AUTOMOTORES, ACCESORIOS Y REPUESTOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Centro Automovilistico S.a.c.i.f.i.a","Industrial_Otros","AUTOMOTORES, ACCESORIOS Y REPUESTOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Centro Azucarero Regional del Norte Argentino","Industrial_Otros","CAMARAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Centro de Psiquiatria Ge","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Doctor","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Centro del Copiado","Industrial_Otros","FOTOCOPIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Centro Diesel","Industrial_Otros","AUTOMOTORES, ACCESORIOS Y REPUESTOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Centro Integral Nueva Era","Industrial_Otros","LIBRERIAS, ARTICULOS DE","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
